"region_id","synth_weight","synth_weight_ztrax"
"10368",0.113932379205088,NA
"10501",0.508657657201208,NA
"10584",1.38050558343502,NA
"10713",0.37813280955746,0
"10859",0.0318650872856278,0
"10928",0.422187754750646,NA
"10963",0,0
"121418",0,0
"121530",0,0
"121664",0.214266227920875,0
"121736",0,0
"121819",0.215084413588217,0
"121845",0.227886555491125,NA
"121978",0.840404892269391,2.36038865017357
"122001",0,NA
"122018",0.44484996084015,0
"122070",0.132815041153035,NA
"122143",0,0
"122196",0,0
"122241",0.309348852792438,0
"122327",0,0
"122334",1.07054625653362,NA
"122363",0,0
"122371",0.720873807879506,4.06252660793661
"122403",0,0
"122416",0.440685844496465,1.10062217031053
"122534",0,0
"122574",0.503855382713846,NA
"122618",0.125318737511383,0.369145392542193
"122650",0,0
"122692",0.186649555189582,0
"122713",0,0
"122721",0.499081635432641,0.0258391973559871
"122867",0,0
"122893",0,0
"122903",0.764359150232749,0.516498124107387
"122917",0,0
"122961",0,0
"122962",0,0
"122973",0.352482890458229,NA
"123019",0.700622473188366,NA
"123021",0,0
"123024",0.444176051094154,0
"123055",0,NA
"123076",0,0
"123084",0.959079536048737,NA
"123100",0.674561860742622,0
"123125",0,0
"123153",1.12722339396121,NA
"123184",0,0
"123232",0,0
"123243",0.664733350606162,NA
"123269",0.242063762929343,0
"123289",0,0
"123339",0,0
"123350",0.692978158366808,0
"123363",0.894476028929408,2.50635959299184
"123382",0.321411715744273,0
"123391",0.735038952847488,0.874958265616603
"123396",2.18521905164676,NA
"123397",0.385285810573111,NA
"123427",0.957316844896793,NA
"123453",0.530475196366268,0
"123464",0.122761586068338,0
"123480",0.427868596571022,0
"123483",1.03721586652405,1.93451887795994
"123544",3.23640346795529,1.46394396225639
"123560",0,0
"123630",0.191778138256963,NA
"123633",0,NA
"123635",0.339725816635098,0.588784591536641
"12394",0,0
"124237",0,0
"125543",0.754897073769838,NA
"125553",0,0
"125788",0,0
"125846",0.54126891035708,0
"125872",0.350370786261081,0
"125883",0,0
"12607",1.31207872777905,NA
"126240",0,NA
"126300",0,0
"126377",0.22701489261953,0
"126487",1.35055253096099,3.84673259532589
"126546",0,0
"126764",0,0
"126773",0.299150601736761,NA
"126816",0,0
"126837",0.447480182804778,NA
"126843",0.32333344622122,NA
"126860",0.0396952898382308,NA
"126861",0,0
"126887",0.651606107002454,NA
"126918",0,0
"127022",1.31033045575397,2.56950354374184
"127090",0,0
"131241",2.2357281380679,NA
"131829",1.83648777785243,NA
"132065",2.88771085077754,NA
"134741",1.67803754629912,NA
"134852",1.20067886803067,NA
"136250",1.42852102671605,NA
"136438",1.08791618790863,NA
"13970",0.651290030432518,NA
"2211807",0.923490941454936,NA
"2218789",0.916524749545065,NA
"2219707",0.110760087154426,NA
"2219824",0.77563644899541,NA
"2222603",0.664046421525152,NA
"2225012",0.941824211416968,NA
"2225292",0.905348493020355,NA
"2225509",1.08473079848967,NA
"2229889",0.344008370656459,NA
"2230734",1.27809712265921,NA
"2230840",0.792758181761174,NA
"226673",1.11960625490376,NA
"229893",0.244548850236088,NA
"231008",0.0215851876865403,NA
"2310182",0,NA
"231025",0.16515987626874,NA
"2310320",0.189612518507296,NA
"231037",0,NA
"231040",0.00854236685239488,NA
"231042",0.034888825762919,NA
"2310585",0.244334735495893,NA
"2310680",0.0815677207277419,NA
"2310756",0.109097351333341,NA
"2310919",0.290030414185267,NA
"231095",0.0414533212265371,NA
"2311028",0,NA
"2311087",0.230349264162869,NA
"2311112",0.243576609358104,NA
"2311153",0.515270151924986,NA
"2311282",0.413286698842718,NA
"2311475",0.00222379146614485,NA
"2311500",0,NA
"2311512",0.160153352286991,NA
"2311537",1.1286412641061,NA
"2311653",0.468434769030966,NA
"2311706",0.983957395530376,NA
"2312102",0,NA
"2312177",0.240133878418295,NA
"2312284",0,NA
"2312367",0.794415351028084,NA
"2312447",0.00180799222387313,NA
"231249",0,NA
"2312618",0.0704892881018432,NA
"2312661",1.15763040798482,NA
"2312676",0,NA
"231284",0.0279797879628385,NA
"2313084",0,NA
"2313088",0,NA
"2313176",0.162202381054246,NA
"231322",0,NA
"2313370",0,NA
"2313584",0.51669269367786,NA
"2313653",1.0194169625836,NA
"2313671",0,NA
"2313683",0,NA
"2313835",0,NA
"2313956",0.299613885117592,NA
"2314039",0.50173123583004,NA
"2314181",0.155843321296154,NA
"2314411",0.191057188079229,NA
"2314940",0,NA
"2314996",0.18414779764355,NA
"2315019",0.508925892930801,NA
"2315289",0.167124959097728,NA
"2315447",0.632331246503166,NA
"2315592",0.253784302164957,NA
"2315714",0.505781045783053,NA
"2315770",0.0778065494352206,NA
"2315778",0.175467792956068,NA
"2315799",0.658776940278009,NA
"2316154",0.367627544426435,NA
"2316222",0.845079623469525,NA
"2316461",0.17382928372476,NA
"2316505",0.334215956151471,NA
"2316543",0.184083559865841,NA
"2316650",0.0430560488630507,NA
"2317099",0,NA
"2317304",0.0816740314406578,NA
"2317567",0.296699434536199,NA
"2317733",0.124790490081321,NA
"2317810",0.943428810266563,NA
"2317831",0,NA
"2317889",0,NA
"2317962",0.224272777265702,NA
"2318012",0,NA
"2318051",0.129196330775305,NA
"2318068",0.358965746478132,NA
"2318095",0.0398004732392075,NA
"2318127",0.311506557295483,NA
"2318148",0.202479897384708,NA
"2318258",0.72803581012885,NA
"2318304",0.254970776697971,NA
"2318318",0.261068245089699,NA
"2318422",0,NA
"2318464",0,NA
"2318522",0.220713928371009,NA
"2318544",0.380808669396999,NA
"2318549",0.0374837957389943,NA
"2318552",0.186089637334988,NA
"2318621",0,NA
"23187",0.113517807039792,NA
"231977",0.633039016191768,NA
"232244",0.430974157663706,NA
"23275",0.139429299405715,NA
"23280",0.903187114848474,NA
"23354",0.192745642384734,NA
"233645",0.556609200403449,NA
"233740",0.536582286827384,NA
"23404",0,NA
"234091",0.447356479523744,NA
"234112",0.229516928404543,NA
"23452",0.335424233931103,NA
"234528",0.0674232919706361,NA
"234988",0.3578632365931,NA
"234998",0.325412676659623,NA
"23519",0.510210869048625,NA
"23543",0.51047278716158,NA
"235503",0.470700313268366,NA
"236099",0.16918878724637,NA
"236137",0.533712879169338,NA
"236172",0,NA
"236247",0.364796118995618,NA
"236340",0.128148863089795,NA
"23664",0.203731517862404,NA
"236738",0.529703227837588,NA
"236906",0.636517718358215,NA
"236949",0.389246367212091,NA
"236951",0.932191094811297,NA
"237029",0.58930231202204,NA
"237271",0.818197852627542,NA
"237824",0.780375564000454,NA
"237964",0.388729894230716,NA
"238347",0,NA
"238377",0.196277066913115,NA
"238380",0.006523610395145,NA
"238535",0,NA
"238616",0,NA
"238641",0.477864133711493,NA
"238659",0.0865575136808525,NA
"238700",0.0254785828279472,NA
"238951",1.07915866863426,NA
"239176",0.227580198972722,NA
"239256",0,NA
"239317",0,NA
"23934",0,NA
"239438",0.61459946621381,NA
"239464",0.23216964147084,NA
"23965",0,NA
"239745",0,NA
"239855",0.146892253642469,NA
"2410037",0.961603935469795,NA
"2410542",0.428285535720449,2.83891328517154
"2412164",0.852099193112489,0.630359251165787
"2412231",0,0.00142750450717791
"2412246",0.696657350610245,0
"2412824",0.481219231835668,NA
"2412854",0,0
"241309",0.983656372458014,NA
"2413918",0,0
"2413949",0,0
"241446",0.504447701853885,NA
"242215",0.593470175419231,NA
"242320",0.816380606935067,NA
"242523",1.40094862111103,NA
"242666",0,0
"242684",0.372056356709312,NA
"243524",1.26584879909582,NA
"243587",0.653750979279261,NA
"244098",0.0707023329961511,NA
"244181",0,NA
"244661",0,NA
"244829",0,NA
"245226",0.264055271045077,NA
"245961",0.278526493051932,0
"246488",1.25267646279042,NA
"246565",0,0.172012205712772
"246837",0,NA
"247303",0,NA
"249009",0,NA
"249153",0,0
"249179",0,NA
"249295",0.332581529620292,0
"251392",0.665601871367605,NA
"251419",0,0
"251546",0,0
"251699",0.2540971877689,NA
"251743",0,0
"251765",0,0
"251900",1.06729666019439,0.508121375338976
"25203",1.04307753059159,4.84073649185357
"252046",0,0
"252113",0,0.173708186113403
"25337",0.256511233690504,NA
"25712",0,0
"25880",0.13843350120838,0
"25922",0.534259726740852,0
"25980",0,0
"28275",1.29071832276945,NA
"28306",1.44843036456874,NA
"28585",0,NA
"28712",1.09959475836274,NA
"28738",0,0
"28743",1.36549960252563,NA
"28747",0,NA
"33525",0.115401160541575,1.51737870245842
"33705",0.49869452092354,0
"341128",0,NA
"341373",0.390597657543388,NA
"341657",0.437292385829989,NA
"341899",0,0
"341936",0.152987798773513,NA
"342209",0,0
"342258",0.361040902797994,NA
"342376",0.97658341522778,NA
"342769",0,NA
"343354",0.176267726840688,NA
"343390",1.10777062618267,NA
"343433",0,0
"344230",0.0330390001127094,0
"34451",0.72549768511343,0
"344975",0.226092555563231,NA
"344976",0.53875641933658,NA
"345148",0.237048135135212,2.03133094938618
"345564",0,0
"345810",0.52756981431575,1.07074928041326
"346099",0.22107370837235,NA
"346189",0.298924476655333,NA
"346282",0.617634577084096,NA
"34639",0.352062160590379,NA
"346603",0,0
"346608",0.671381519572748,0
"346745",0.592179694750255,NA
"346799",0,0
"34688",0.184659798942602,NA
"346932",0.477665731834347,0
"346999",0.302352443287054,NA
"347053",1.29422374876182,NA
"347223",0,0
"347244",0,0
"347254",0.74695111213079,0.418198729287567
"347430",0.219102062376362,NA
"347537",0.475050187070644,NA
"34902",0.264697956411511,NA
"361032",0,NA
"361391",0.466550689706589,NA
"361838",0,NA
"361922",0.0563541713986568,0
"362162",0,NA
"362813",0.938974494786836,1.25850654837572
"362835",1.749003259778,0
"362936",0,NA
"363472",0.33764553701733,NA
"36348",0.944327271525177,NA
"363630",0.893466541903898,4.90729140487159
"363863",0.716532699711488,0.569895234948564
"363952",0.750493748623601,4.03623207168286
"364128",0,NA
"36674",2.26604724447061,NA
"36867",0,NA
"36880",0,NA
"36885",0,NA
"36890",0.205381261000947,NA
"36932",0.426092961539794,NA
"36943",0,NA
"36960",0.882147970857475,0.0251387787124403
"371393",1.52327799304279,3.93525125926933
"371464",0.389195311542026,0
"371521",0.782913169118855,NA
"371743",0,0
"371861",0.15402396989189,NA
"372026",0,0
"372087",0,0
"372254",0.690610204299562,0
"372421",0.185179221740915,NA
"372431",0.273951758068488,0
"372442",0,0
"372479",0,0
"372554",0.9516191246445,0
"372564",0.332837478859946,0
"372726",0.259176863385716,NA
"372741",0,0
"372761",0,0
"372800",0.0510190121143663,0
"372809",0.198384151626977,3.16843238581237
"372845",0.944565228939145,NA
"372915",0.440706641892093,0
"372928",0.265041370303157,NA
"372931",0.0288720960620535,0
"372945",0.300677159915143,NA
"372950",0.403994155712952,NA
"372966",0.0958341211309347,0
"373006",0,0
"373025",0.110591721083851,0
"37428",0,NA
"37672",0.938234541199275,NA
"44185",0.710229635123808,0
"44269",1.55621344871361,0
"44273",0,0
"4437",0,0
"44487",0.191801531470151,0
"4511315",1.01996596518589,NA
"451224",0,0
"45332",0.451093351641724,0
"456766",1.08892790573179,5.10437759072728
"48115",0.211954202733458,NA
"48125",0,0
"48145",0,0
"4859",0,0
"4881",0.791899611068474,NA
"4883",1.27934048239244,2.78519915874886
"4886",0.388348640196686,0
"5110332",0.718500577204409,NA
"5110384",0.182316979535071,NA
"5110478",1.25324544103906,3.73024462301702
"511057",0.870390122646797,NA
"513207",1.24006627931061,NA
"514184",1.40726197165169,NA
"514251",0,0
"514717",0,0
"516309",0.722269270182555,2.05667341056954
"517600",0.491650857738217,NA
"518249",0,0
"519725",0.918321944750965,NA
"519851",0.80504282672495,NA
"A01",1,NA
"A01A",1,NA
"A03",1,NA
"A03B",1,NA
"A03C",1,NA
"A05A",1,NA
"A05B",1,NA
"A05C",1,NA
"A06",1,NA
"A07",1,NA
"A08",1,NA
"A09",1,NA
"C00",1,NA
"C01",1,NA
"C01A",1,NA
"C01B",1,NA
"C02",1,NA
"C03",1,NA
"C03A",1,NA
"C06",1,1
"C08",1,NA
"C09",1,1
"C10",1,1
"C11",1,1
"C11A",1,NA
"C12",1,NA
"C13",1,1
"C14",1,1
"C15",1,1
"C16",1,NA
"C17",1,NA
"C18",1,NA
"C18A",1,1
"C19",1,NA
"C19A",1,NA
"C20",1,NA
"C21",1,NA
"C22",1,NA
"C23",1,NA
"C24",1,NA
"C26",1,NA
"C27",1,1
"C28",1,1
"C29",1,NA
"C29A",1,1
"C29B",1,NA
"C31",1,NA
"C31A",1,NA
"C31B",1,1
"C33",1,NA
"C34",1,1
"C34A",1,NA
"C35",1,1
"D01",1,1
"D02",1,1
"D02B",1,NA
"D02C",1,NA
"D03",1,1
"D04",1,1
"D05",1,1
"D07",1,1
"D09",1,1
"E01",1,NA
"E02",1,NA
"E03",1,NA
"E03B",1,1
"E05",1,NA
"E07",1,NA
"F01",1,NA
"F02",1,NA
"F04",1,NA
"F05",1,NA
"F06",1,NA
"F08A",1,NA
"F08B",1,NA
"F09",1,NA
"F10",1,NA
"F11",1,1
"F12",1,NA
"F13",1,NA
"H00",1,1
"H01",1,1
"K03",1,NA
"K04",1,NA
"L01",1,1
"L03",1,1
"L05",1,NA
"L06",1,1
"L07",1,NA
"L08",1,1
"L09",1,1
"M01",1,1
"M02",1,1
"M03",1,NA
"M04",1,1
"M05",1,1
"M06",1,NA
"M07",1,1
"M08",1,1
"M09",1,1
"M10",1,NA
"M11",1,1
"M12",1,NA
"M13",1,1
"N01",1,NA
"N01A",1,NA
"N03",1,NA
"N04",1,NA
"N05",1,NA
"N06",1,NA
"P02",1,1
"P04A",1,1
"P05",1,1
"P05A",1,1
"P07",1,1
"P08",1,1
"P09A",1,1
"P10",1,1
"P10A",1,1
"P11",1,1
"P12",1,NA
"P14A",1,1
"P15",1,NA
"P16",1,1
"P17",1,NA
"P17A",1,NA
"P18",1,1
"P19",1,1
"P20",1,1
"P21",1,1
"P21A",1,1
"P22",1,NA
"P23",1,1
"P24",1,NA
"P24A",1,1
"P27A",1,1
"P30",1,1
"P31",1,1
"P31A",1,1
"P32",1,1
"Q01",1,1
"Q02",1,NA
"R01A",1,1
"R02",1,NA
"R03",1,NA
"S01",1,NA
"S01A",1,NA
"S03",1,NA
"S04",1,NA
"S06",1,NA
"S07",1,NA
"S08",1,NA
"S10",1,NA
"S11",1,1
"T01",1,NA
"T02A",1,NA
"T03A",1,1
"T04",1,1
"T05",1,NA
"T06",1,NA
"T07",1,NA
"T08",1,NA
"T10",1,NA
"T11",1,NA
"T12",1,NA
